episode,k1,k2,v,pred1,pred2,correct
182,15,48,16,48,48,0
183,54,10,4,10,4,1
184,22,39,47,39,47,1
185,42,45,36,45,45,0
186,17,21,7,21,7,1
187,21,44,39,44,39,1
188,60,45,12,45,45,0
189,36,3,20,3,3,0
190,34,25,26,25,25,0
191,9,19,43,19,46,0
192,13,28,63,28,63,1
193,17,50,2,50,50,0
194,29,16,10,16,29,0
195,23,58,61,58,58,0
196,14,42,30,42,30,1
197,52,63,6,63,6,1
198,2,58,4,58,58,0
199,62,43,19,19,43,0
