episode,k1,k2,v,pred1,pred2,correct
150,17,28,46,17,28,0
151,14,25,40,25,25,0
152,38,23,44,23,23,0
153,12,1,39,1,39,1
154,16,3,44,3,44,1
155,53,50,63,53,53,0
156,0,19,42,19,42,1
157,44,55,34,55,34,1
158,53,30,0,53,53,0
159,52,47,3,47,13,0
160,28,51,48,51,48,1
161,59,19,37,19,37,1
162,41,17,1,17,17,0
163,21,5,0,5,0,1
164,20,40,8,40,8,1
165,42,35,2,35,2,1
166,56,28,30,28,56,0
167,0,30,28,30,28,1
168,35,43,23,43,43,0
169,21,42,29,42,42,0
170,15,44,45,44,15,0
171,28,58,43,58,43,1
172,45,38,31,38,38,0
173,32,9,47,9,9,0
174,28,14,19,14,19,1
175,54,15,16,15,15,0
176,21,5,28,5,21,0
177,32,41,26,41,41,0
178,52,33,2,33,33,0
179,49,46,62,46,62,1
180,17,54,43,17,54,0
181,14,60,62,60,60,0
182,31,44,51,44,51,1
183,44,0,8,0,39,0
184,46,30,32,30,32,1
185,55,2,60,2,60,1
186,61,36,42,36,61,0
187,4,48,38,48,48,0
188,14,47,58,47,58,1
189,23,54,18,54,18,1
190,52,33,35,33,33,0
191,50,26,22,26,22,1
192,23,0,30,0,0,0
193,10,3,42,3,42,1
194,20,45,2,45,2,1
195,6,7,50,7,7,0
196,20,60,34,60,60,0
197,39,45,62,45,39,0
198,34,6,43,6,6,0
199,41,39,21,39,39,0
