episode,k1,k2,v,pred1,pred2,correct
132,2,14,42,14,14,0
133,58,52,49,52,49,1
134,43,59,14,59,14,1
135,36,23,43,23,36,0
136,49,17,40,17,40,1
137,42,15,60,15,15,0
138,49,41,51,41,49,0
139,60,58,27,58,27,1
140,36,48,32,48,48,0
141,30,11,24,11,24,1
142,37,40,25,40,40,0
143,21,38,34,38,38,0
144,53,54,33,54,54,0
145,62,11,36,11,11,0
146,48,34,7,34,34,0
147,17,34,46,34,17,0
148,53,46,51,46,46,0
149,13,48,0,48,48,0
150,17,28,46,28,46,1
151,14,25,40,25,40,1
152,38,23,44,23,44,1
153,12,1,39,1,1,0
154,16,3,44,44,16,0
155,53,50,63,50,50,0
156,0,19,42,19,19,0
157,44,55,34,55,55,0
158,53,30,0,30,30,0
159,52,47,3,47,47,0
160,28,51,48,51,51,0
161,59,19,37,19,19,0
162,41,17,1,17,17,0
163,21,5,0,5,5,0
164,20,40,8,40,8,1
165,42,35,2,35,35,0
166,56,28,30,28,28,0
167,0,30,28,30,30,0
168,35,43,23,43,43,0
169,21,42,29,42,21,0
170,15,44,45,44,44,0
171,28,58,43,58,58,0
172,45,38,31,38,38,0
173,32,9,47,9,32,0
174,28,14,19,14,14,0
175,54,15,16,15,15,0
176,21,5,28,5,5,0
177,32,41,26,41,32,0
178,52,33,2,33,2,1
179,49,46,62,46,46,0
180,17,54,43,54,54,0
181,14,60,62,60,14,0
182,31,44,51,44,31,0
183,44,0,8,0,44,0
184,46,30,32,30,30,0
185,55,2,60,2,2,0
186,61,36,42,36,36,0
187,4,48,38,48,48,0
188,14,47,58,47,47,0
189,23,54,18,54,54,0
190,52,33,35,33,35,1
191,50,26,22,26,26,0
192,23,0,30,0,0,0
193,10,3,42,10,10,0
194,20,45,2,45,45,0
195,6,7,50,7,50,1
196,20,60,34,60,34,1
197,39,45,62,45,45,0
198,34,6,43,6,6,0
199,41,39,21,39,39,0
