episode,k1,k2,v,pred1,pred2,correct
160,19,32,4,32,32,0
161,29,2,8,2,2,0
162,55,33,0,33,0,1
163,27,55,33,55,55,0
164,22,27,24,27,27,0
165,11,62,53,62,11,0
166,56,52,6,52,56,0
167,42,10,61,10,61,1
168,19,61,46,61,61,0
169,48,16,63,16,16,0
170,63,57,53,57,63,0
171,48,42,8,42,42,0
172,2,17,5,17,17,0
173,60,14,16,14,14,0
174,62,17,40,17,17,0
175,8,61,9,61,61,0
176,39,27,7,27,27,0
177,11,33,14,33,33,0
178,6,34,54,34,34,0
179,34,62,0,62,0,1
180,2,61,29,61,2,0
181,22,49,36,49,49,0
182,27,4,62,4,27,0
183,8,28,5,28,28,0
184,40,20,12,20,20,0
185,57,31,4,31,31,0
186,39,40,12,40,40,0
187,29,23,36,23,29,0
188,45,27,16,27,27,0
189,12,16,39,16,39,1
190,50,1,43,1,50,0
191,38,26,60,26,26,0
192,40,31,5,31,31,0
193,57,28,12,28,28,0
194,44,28,17,28,28,0
195,52,18,1,18,52,0
196,25,32,11,32,32,0
197,4,39,56,39,4,0
198,10,61,55,61,61,0
199,62,2,27,2,27,1
