episode,query_idx,key,value,pred,correct,rank
66,0,28,61,53,0,6
66,1,6,8,53,0,2
66,2,29,53,53,1,1
66,3,50,36,9,0,4
66,4,9,1,12,0,5
66,5,34,52,12,0,3
66,6,12,32,32,1,1
66,7,8,53,53,1,1
67,0,13,46,30,0,11
67,1,30,41,43,0,12
67,2,42,21,43,0,2
67,3,14,51,5,0,8
67,4,7,27,5,0,6
67,5,10,13,44,0,5
67,6,43,31,44,0,3
67,7,5,44,44,1,1
68,0,13,32,52,0,3
68,1,34,18,52,0,4
68,2,60,52,52,1,1
68,3,39,7,9,0,9
68,4,32,3,9,0,3
68,5,62,48,52,0,5
68,6,10,39,39,1,1
68,7,9,52,52,1,1
69,0,11,19,19,1,1
69,1,40,28,42,0,4
69,2,25,37,42,0,8
69,3,59,49,42,0,6
69,4,58,1,42,0,6
69,5,16,19,42,0,5
69,6,13,62,42,0,3
69,7,56,42,42,1,1
70,0,22,56,6,0,12
70,1,44,58,6,0,3
70,2,48,61,6,0,3
70,3,59,60,6,0,8
70,4,0,6,6,1,1
70,5,13,30,30,1,1
70,6,27,10,45,0,2
70,7,6,45,45,1,1
71,0,62,54,48,0,3
71,1,48,28,48,0,11
71,2,11,46,34,0,5
71,3,26,48,34,0,8
71,4,16,40,34,0,4
71,5,14,34,22,0,2
71,6,24,22,22,1,1
71,7,38,13,13,1,1
72,0,31,45,45,1,1
72,1,3,2,45,0,9
72,2,15,49,60,0,4
72,3,58,17,23,0,7
72,4,45,50,60,0,5
72,5,23,19,19,1,1
72,6,60,1,8,0,3
72,7,8,36,36,1,1
73,0,16,62,32,0,9
73,1,63,32,32,1,1
73,2,8,35,52,0,9
73,3,39,52,31,0,2
73,4,47,1,31,0,2
73,5,44,31,31,1,1
73,6,32,57,45,0,3
73,7,45,21,21,1,1
74,0,30,29,18,0,8
74,1,53,5,18,0,4
74,2,8,59,18,0,2
74,3,35,44,18,0,4
74,4,34,47,18,0,3
74,5,18,16,54,0,2
74,6,60,28,28,1,1
74,7,54,40,40,1,1
75,0,12,60,55,0,5
75,1,61,12,55,0,8
75,2,17,44,55,0,7
75,3,19,55,55,1,1
75,4,51,32,36,0,4
75,5,42,37,36,0,4
75,6,55,36,36,1,1
75,7,4,36,36,1,1
76,0,19,27,58,0,2
76,1,16,25,58,0,3
76,2,58,3,58,0,11
76,3,61,58,58,1,1
76,4,12,32,32,1,1
76,5,50,4,27,0,4
76,6,0,51,51,1,1
76,7,18,27,27,1,1
77,0,9,13,26,0,13
77,1,18,33,26,0,9
77,2,26,40,15,0,9
77,3,20,37,15,0,2
77,4,52,59,15,0,5
77,5,15,26,60,0,5
77,6,42,24,24,1,1
77,7,29,60,60,1,1
78,0,30,17,17,1,1
78,1,58,25,54,0,12
78,2,26,17,16,0,2
78,3,57,62,60,0,7
78,4,54,0,60,0,4
78,5,16,58,60,0,2
78,6,60,46,20,0,3
78,7,6,20,20,1,1
79,0,54,44,2,0,14
79,1,2,42,58,0,6
79,2,58,54,48,0,3
79,3,27,30,21,0,6
79,4,51,63,48,0,7
79,5,37,2,48,0,8
79,6,21,48,48,1,1
79,7,60,14,14,1,1
80,0,25,44,44,1,1
80,1,45,5,21,0,8
80,2,17,52,21,0,9
80,3,60,36,21,0,7
80,4,62,41,21,0,6
80,5,44,21,21,1,1
80,6,61,58,21,0,2
80,7,29,21,21,1,1
81,0,46,40,45,0,4
81,1,23,35,20,0,13
81,2,16,24,45,0,2
81,3,20,47,45,0,2
81,4,5,1,45,0,2
81,5,62,31,45,0,3
81,6,17,39,45,0,3
81,7,41,45,45,1,1
82,0,21,54,37,0,3
82,1,49,16,37,0,4
82,2,4,37,37,1,1
82,3,43,58,24,0,8
82,4,41,52,52,1,1
82,5,37,24,24,1,1
82,6,56,39,25,0,3
82,7,55,25,25,1,1
83,0,26,52,43,0,9
83,1,59,60,43,0,9
83,2,41,36,43,0,3
83,3,57,14,43,0,2
83,4,63,43,43,1,1
83,5,34,0,7,0,6
83,6,11,7,18,0,3
83,7,18,43,43,1,1
84,0,55,35,34,0,12
84,1,63,24,34,0,3
84,2,34,43,31,0,2
84,3,40,53,34,0,9
84,4,15,34,31,0,6
84,5,9,55,7,0,5
84,6,31,6,7,0,2
84,7,7,8,8,1,1
85,0,54,16,50,0,9
85,1,5,27,50,0,8
85,2,22,51,50,0,10
85,3,36,50,50,1,1
85,4,50,6,6,1,1
85,5,10,0,0,1,1
85,6,30,23,23,1,1
85,7,62,56,56,1,1
86,0,25,33,36,0,12
86,1,14,55,36,0,12
86,2,36,4,46,0,6
86,3,30,39,39,1,1
86,4,46,60,50,0,2
86,5,38,36,23,0,4
86,6,44,50,37,0,3
86,7,23,37,37,1,1
87,0,13,24,24,1,1
87,1,59,26,47,0,6
87,2,16,49,47,0,7
87,3,23,43,20,0,7
87,4,52,62,20,0,4
87,5,36,47,20,0,2
87,6,24,61,20,0,2
87,7,20,44,44,1,1
88,0,31,13,59,0,6
88,1,17,34,59,0,10
88,2,63,40,14,0,8
88,3,0,1,14,0,6
88,4,35,49,14,0,2
88,5,50,39,14,0,5
88,6,14,2,59,0,2
88,7,9,59,59,1,1
89,0,35,57,28,0,2
89,1,62,46,28,0,11
89,2,58,35,28,0,8
89,3,38,8,48,0,7
89,4,28,21,4,0,4
89,5,48,22,4,0,5
89,6,55,4,4,1,1
89,7,17,10,10,1,1
90,0,4,1,17,0,12
90,1,38,17,53,0,2
90,2,17,53,53,1,1
90,3,63,5,3,0,5
90,4,44,35,3,0,2
90,5,14,8,3,0,5
90,6,3,53,55,0,3
90,7,45,55,55,1,1
91,0,62,24,19,0,7
91,1,0,32,19,0,5
91,2,8,19,19,1,1
91,3,56,30,30,1,1
91,4,5,19,41,0,4
91,5,53,15,15,1,1
91,6,31,41,41,1,1
91,7,27,59,59,1,1
92,0,36,42,3,0,4
92,1,53,54,3,0,7
92,2,45,3,13,0,2
92,3,63,13,13,1,1
92,4,26,35,48,0,3
92,5,13,16,48,0,4
92,6,48,2,2,1,1
92,7,21,55,55,1,1
93,0,14,23,45,0,10
93,1,29,49,45,0,4
93,2,63,45,45,1,1
93,3,39,33,1,0,4
93,4,1,14,45,0,7
93,5,50,57,40,0,2
93,6,0,40,45,0,2
93,7,45,13,13,1,1
94,0,11,21,35,0,10
94,1,62,31,37,0,14
94,2,46,14,35,0,2
94,3,15,6,52,0,5
94,4,37,52,35,0,2
94,5,2,50,12,0,5
94,6,4,12,19,0,3
94,7,19,35,35,1,1
95,0,10,54,61,0,7
95,1,46,39,61,0,4
95,2,20,25,61,0,5
95,3,61,57,8,0,6
95,4,4,61,61,1,1
95,5,37,8,8,1,1
95,6,43,52,7,0,2
95,7,7,53,53,1,1
96,0,44,15,10,0,6
96,1,35,2,10,0,3
96,2,29,44,10,0,7
96,3,31,60,10,0,8
96,4,1,10,10,1,1
96,5,36,63,61,0,2
96,6,28,10,61,0,3
96,7,61,21,21,1,1
97,0,7,45,17,0,10
97,1,10,35,29,0,7
97,2,42,59,17,0,7
97,3,29,33,17,0,9
97,4,17,31,14,0,8
97,5,49,34,14,0,3
97,6,2,14,14,1,1
97,7,62,18,18,1,1
98,0,45,33,33,1,1
98,1,14,49,33,0,11
98,2,13,33,32,0,9
98,3,42,31,52,0,5
98,4,50,52,52,1,1
98,5,12,63,32,0,2
98,6,36,32,60,0,2
98,7,1,60,60,1,1
99,0,29,35,35,1,1
99,1,27,15,46,0,15
99,2,46,13,5,0,7
99,3,47,18,5,0,3
99,4,28,36,5,0,2
99,5,5,35,35,1,1
99,6,20,46,61,0,3
99,7,61,40,40,1,1
100,0,10,36,25,0,5
100,1,0,33,38,0,3
100,2,32,25,38,0,2
100,3,45,38,38,1,1
100,4,11,38,38,1,1
100,5,29,58,22,0,3
100,6,50,47,22,0,2
100,7,25,22,22,1,1
101,0,30,32,24,0,14
101,1,29,6,24,0,5
101,2,41,61,24,0,9
101,3,13,8,60,0,5
101,4,38,30,24,0,7
101,5,9,60,60,1,1
101,6,48,58,24,0,2
101,7,20,24,24,1,1
102,0,2,0,58,0,18
102,1,20,58,58,1,1
102,2,6,3,58,0,4
102,3,45,10,58,0,8
102,4,11,24,13,0,5
102,5,13,51,51,1,1
102,6,37,18,36,0,3
102,7,58,36,36,1,1
103,0,22,0,35,0,2
103,1,46,8,35,0,9
103,2,30,61,35,0,3
103,3,31,7,35,0,2
103,4,42,35,35,1,1
103,5,39,35,62,0,2
103,6,7,38,62,0,3
103,7,0,62,62,1,1
104,0,62,1,7,0,9
104,1,44,18,18,1,1
104,2,19,7,8,0,3
104,3,14,8,8,1,1
104,4,61,63,50,0,6
104,5,11,28,50,0,5
104,6,25,50,50,1,1
104,7,40,30,30,1,1
105,0,52,4,7,0,5
105,1,15,45,7,0,8
105,2,24,56,7,0,7
105,3,28,0,7,0,4
105,4,7,32,1,0,4
105,5,41,60,60,1,1
105,6,6,1,63,0,2
105,7,13,63,63,1,1
106,0,52,31,25,0,2
106,1,13,45,25,0,4
106,2,11,0,25,0,3
106,3,42,33,25,0,6
106,4,17,25,25,1,1
106,5,31,38,41,0,5
106,6,25,41,41,1,1
106,7,15,26,26,1,1
107,0,5,39,49,0,9
107,1,41,1,49,0,7
107,2,23,49,49,1,1
107,3,61,3,9,0,8
107,4,36,13,57,0,3
107,5,9,17,17,1,1
107,6,50,57,57,1,1
107,7,49,44,44,1,1
108,0,21,35,29,0,7
108,1,3,34,29,0,5
108,2,37,4,29,0,2
108,3,6,10,10,1,1
108,4,33,28,29,0,4
108,5,12,16,29,0,3
108,6,20,29,29,1,1
108,7,51,0,0,1,1
109,0,34,25,55,0,12
109,1,27,11,55,0,9
109,2,37,55,55,1,1
109,3,24,55,55,1,1
109,4,38,24,46,0,4
109,5,46,3,23,0,2
109,6,7,54,42,0,2
109,7,23,42,42,1,1
110,0,36,51,50,0,10
110,1,59,40,50,0,7
110,2,50,6,5,0,2
110,3,32,46,25,0,9
110,4,12,45,25,0,6
110,5,4,25,10,0,2
110,6,5,10,10,1,1
110,7,9,50,50,1,1
111,0,53,28,44,0,10
111,1,12,46,44,0,15
111,2,61,54,44,0,3
111,3,25,50,44,0,8
111,4,20,8,3,0,6
111,5,33,47,3,0,5
111,6,3,55,44,0,3
111,7,2,44,44,1,1
112,0,46,4,62,0,6
112,1,62,3,38,0,4
112,2,58,38,38,1,1
112,3,38,22,62,0,4
112,4,29,15,62,0,2
112,5,52,41,41,1,1
112,6,40,62,8,0,3
112,7,10,8,8,1,1
113,0,61,1,0,0,10
113,1,54,56,0,0,12
113,2,14,19,0,0,10
113,3,6,0,15,0,2
113,4,32,10,10,1,1
113,5,43,15,15,1,1
113,6,58,55,29,0,3
113,7,37,29,29,1,1
114,0,17,0,50,0,5
114,1,3,28,50,0,12
114,2,50,10,26,0,9
114,3,21,42,26,0,9
114,4,63,8,26,0,5
114,5,32,26,26,1,1
114,6,45,37,37,1,1
114,7,39,14,14,1,1
115,0,30,12,28,0,12
115,1,15,28,28,1,1
115,2,3,32,51,0,7
115,3,35,51,51,1,1
115,4,33,58,2,0,5
115,5,28,6,2,0,4
115,6,51,37,37,1,1
115,7,2,25,25,1,1
116,0,27,32,62,0,7
116,1,17,38,25,0,7
116,2,18,28,25,0,5
116,3,36,33,25,0,3
116,4,25,5,10,0,6
116,5,35,62,10,0,2
116,6,41,56,10,0,2
116,7,39,10,10,1,1
117,0,43,7,28,0,4
117,1,61,8,28,0,2
117,2,31,50,28,0,6
117,3,21,28,28,1,1
117,4,15,49,28,0,5
117,5,33,29,29,1,1
117,6,56,28,3,0,3
117,7,32,3,3,1,1
118,0,60,59,21,0,8
118,1,17,60,21,0,8
118,2,53,41,21,0,7
118,3,10,0,21,0,5
118,4,30,21,21,1,1
118,5,9,22,21,0,2
118,6,21,29,53,0,3
118,7,13,53,53,1,1
119,0,16,32,6,0,6
119,1,58,28,6,0,6
119,2,61,6,6,1,1
119,3,1,6,42,0,2
119,4,39,42,42,1,1
119,5,50,1,42,0,4
119,6,44,42,42,1,1
119,7,45,6,6,1,1
120,0,14,50,51,0,6
120,1,22,18,51,0,4
120,2,51,44,30,0,11
120,3,7,21,30,0,8
120,4,42,40,17,0,5
120,5,36,55,17,0,3
120,6,8,17,17,1,1
120,7,30,51,51,1,1
121,0,37,55,56,0,13
121,1,21,63,56,0,7
121,2,51,56,56,1,1
121,3,46,31,1,0,7
121,4,56,41,1,0,5
121,5,23,1,1,1,1
121,6,45,43,33,0,2
121,7,50,33,33,1,1
122,0,0,17,29,0,8
122,1,45,29,29,1,1
122,2,44,47,28,0,5
122,3,16,38,28,0,9
122,4,49,35,53,0,5
122,5,11,33,31,0,5
122,6,42,28,31,0,2
122,7,31,53,53,1,1
123,0,17,58,29,0,10
123,1,31,29,29,1,1
123,2,55,26,29,0,11
123,3,2,19,29,0,7
123,4,52,59,38,0,4
123,5,36,29,38,0,3
123,6,24,38,38,1,1
123,7,3,20,20,1,1
124,0,53,21,21,1,1
124,1,12,60,46,0,11
124,2,17,7,46,0,6
124,3,15,42,46,0,7
124,4,59,2,46,0,2
