episode,query_idx,key,value,pred,correct,rank
5,13,106,157,152,0,114
5,14,163,226,103,0,155
5,15,104,157,7,0,16
6,0,253,206,221,0,89
6,1,162,17,122,0,231
6,2,25,14,2,0,82
6,3,81,56,32,0,172
6,4,15,176,4,0,11
6,5,133,66,25,0,142
6,6,43,96,156,0,215
6,7,147,210,230,0,253
6,8,39,245,134,0,55
6,9,204,48,167,0,157
6,10,114,225,253,0,142
6,11,10,17,91,0,76
6,12,171,9,145,0,63
6,13,180,58,155,0,95
6,14,249,54,87,0,19
6,15,192,112,223,0,148
7,0,130,109,70,0,228
7,1,34,93,80,0,207
7,2,181,242,40,0,218
7,3,148,237,250,0,18
7,4,217,63,185,0,11
7,5,228,78,217,0,175
7,6,255,147,0,0,184
7,7,59,38,163,0,142
7,8,94,102,74,0,143
7,9,196,245,51,0,15
7,10,183,78,113,0,222
7,11,187,106,22,0,116
7,12,123,246,9,0,190
7,13,27,118,233,0,14
7,14,140,127,31,0,189
7,15,63,197,62,0,122
8,0,48,221,138,0,50
8,1,70,222,52,0,168
8,2,159,249,97,0,73
8,3,173,175,184,0,107
8,4,2,196,100,0,145
8,5,137,225,162,0,219
8,6,35,179,99,0,62
8,7,186,234,52,0,217
8,8,86,102,100,0,172
8,9,184,0,217,0,139
8,10,33,42,185,0,126
8,11,223,71,48,0,142
8,12,29,202,17,0,224
8,13,105,62,160,0,182
8,14,5,104,45,0,159
8,15,41,51,50,0,187
9,0,200,195,15,0,250
9,1,214,133,107,0,82
9,2,113,86,4,0,164
9,3,98,3,230,0,24
9,4,135,192,208,0,201
9,5,209,218,149,0,253
9,6,115,36,15,0,166
9,7,120,34,242,0,104
9,8,203,241,56,0,82
9,9,81,151,32,0,239
9,10,143,66,16,0,188
9,11,216,228,164,0,122
9,12,215,184,87,0,170
9,13,183,196,113,0,248
9,14,247,129,10,0,98
9,15,160,13,32,0,136
10,0,216,171,242,0,2
10,1,155,246,95,0,66
10,2,29,160,17,0,188
10,3,8,26,62,0,177
10,4,137,213,162,0,152
10,5,70,105,52,0,154
10,6,140,107,31,0,239
10,7,31,22,68,0,132
10,8,50,157,221,0,130
10,9,218,209,36,0,109
10,10,177,132,152,0,116
10,11,187,88,22,0,34
10,12,58,76,158,0,72
10,13,232,148,25,0,221
10,14,21,189,154,0,5
10,15,221,250,116,0,55
11,0,254,63,13,0,181
11,1,70,190,167,0,226
11,2,58,120,158,0,20
11,3,93,238,41,0,221
11,4,252,165,244,0,101
11,5,149,158,90,0,98
11,6,105,65,152,0,22
11,7,172,171,133,0,236
11,8,148,131,250,0,60
11,9,233,120,19,0,96
11,10,112,147,100,0,239
11,11,251,70,71,0,180
11,12,194,147,86,0,10
11,13,199,219,149,0,116
11,14,161,170,119,0,211
11,15,59,168,163,0,199
12,0,201,104,32,0,161
12,1,31,225,68,0,215
12,2,57,69,113,0,37
12,3,38,136,205,0,138
12,4,22,234,101,0,61
12,5,3,27,143,0,238
12,6,161,254,119,0,219
12,7,190,159,142,0,109
12,8,183,147,113,0,191
12,9,179,122,100,0,30
12,10,120,77,242,0,134
12,11,217,87,185,0,252
12,12,113,142,4,0,258
12,13,146,71,106,0,213
12,14,129,139,10,0,257
12,15,191,180,77,0,4
13,0,73,36,245,0,64
13,1,211,72,141,0,151
13,2,209,203,151,0,235
13,3,17,115,6,0,186
13,4,58,44,158,0,185
13,5,134,199,237,0,172
13,6,60,248,192,0,206
13,7,234,225,11,0,66
13,8,106,223,152,0,133
13,9,6,234,180,0,92
13,10,80,142,141,0,214
13,11,107,208,87,0,29
13,12,247,194,240,0,99
13,13,184,79,123,0,92
13,14,109,223,228,0,29
13,15,96,86,21,0,233
14,0,150,225,156,0,167
14,1,63,198,216,0,180
14,2,175,204,25,0,44
14,3,195,41,172,0,252
14,4,207,232,248,0,119
14,5,17,157,6,0,41
14,6,198,130,229,0,60
14,7,177,187,152,0,221
14,8,105,198,152,0,209
14,9,54,11,96,0,35
14,10,55,24,244,0,248
14,11,76,145,176,0,159
14,12,2,234,100,0,155
14,13,80,218,133,0,21
14,14,125,70,202,0,173
14,15,3,227,143,0,220
15,0,64,227,139,0,134
15,1,93,82,50,0,26
15,2,159,198,153,0,68
15,3,189,17,209,0,30
15,4,158,58,136,0,82
15,5,12,251,172,0,21
15,6,148,77,250,0,100
15,7,102,90,110,0,75
15,8,4,223,223,1,1
15,9,181,183,42,0,258
15,10,41,110,253,0,250
15,11,40,187,84,0,230
15,12,153,237,66,0,156
15,13,175,1,25,0,31
15,14,250,202,133,0,155
15,15,84,73,6,0,195
